0.296229,-0.162897,1.67509,0.289646,0.1405,1.61697,0.280156,0.431286,1.54592,0.315856,0.590507,1.49854,0.153764,0.296949,1.54048,0.0630075,0.108879,1.47591,0.0356637,0.0248104,1.27878,0.022969,0.133006,1.00333,0.458334,0.330396,1.61924,0.533278,0.168368,1.79429,0.469188,-0.0352643,1.61994,0.423993,-0.098435,1.56396,0.211265,-0.166966,1.62779,0.191865,-0.547199,1.62429,0.205511,-0.90451,1.7085,0.233212,-0.958595,1.59197,0.368725,-0.151545,1.65101,0.321451,-0.391897,1.38959,0.363783,-0.755181,1.52553,0.370412,-0.83494,1.47676,0.282984,0.360478,1.56582,0.0443861,0.12523,0.955892,-0.000853897,0.154865,0.999,0.402349,-0.16158,1.49268,0.465549,-0.148327,1.56049
0.297894,-0.163188,1.67537,0.291038,0.140905,1.61818,0.281567,0.432652,1.54852,0.317849,0.592191,1.50173,0.160819,0.297587,1.54154,0.0582532,0.128631,1.46153,0.0430255,0.162161,1.187,0.0313602,0.18452,0.99543,0.460169,0.330488,1.62114,0.533454,0.167972,1.79404,0.469414,-0.035589,1.6196,0.424572,-0.100446,1.56483,0.213885,-0.166892,1.62794,0.192575,-0.546925,1.6256,0.205106,-0.906582,1.71157,0.20814,-0.983603,1.77363,0.369621,-0.152107,1.65133,0.33049,-0.409075,1.40251,0.37341,-0.773555,1.53492,0.404354,-0.833713,1.42628,0.284388,0.361561,1.56803,0.0497427,0.191931,0.958922,0.00711645,0.20552,0.995,0.398121,-0.16263,1.51249,0.475033,-0.139336,1.55907
0.301812,-0.165543,1.67456,0.293452,0.140587,1.61886,0.283672,0.43368,1.55035,0.321485,0.593741,1.50501,0.167188,0.294741,1.54114,0.0563567,0.140587,1.45217,0.0429077,0.177605,1.21473,0.0413514,0.220635,0.995717,0.461273,0.330316,1.62122,0.532229,0.158573,1.78737,0.468223,-0.0445883,1.61248,0.424534,-0.11363,1.55952,0.218443,-0.168711,1.62722,0.192936,-0.548331,1.6264,0.20548,-0.907182,1.71161,0.211484,-0.987895,1.76871,0.372682,-0.155023,1.6504,0.352174,-0.449413,1.42784,0.388085,-0.813246,1.56267,0.418699,-0.873899,1.45502,0.286501,0.362225,1.56953,0.0614301,0.221909,0.959248,0.0191809,0.239642,0.995909,0.399701,-0.179491,1.50951,0.473128,-0.147058,1.55079
0.30617,-0.16784,1.67226,0.296849,0.140178,1.6183,0.286469,0.434578,1.55078,0.326188,0.594867,1.50673,0.167311,0.292632,1.53993,0.0535225,0.149747,1.43542,0.0447656,0.19496,1.16231,0.0513418,0.240329,1.0007,0.46195,0.329774,1.62057,0.532211,0.148133,1.7785,0.413341,0.0190783,1.56473,0.360884,-0.0280093,1.55612,0.223052,-0.170565,1.62542,0.193254,-0.549606,1.62702,0.205579,-0.907287,1.71218,0.196157,-0.987294,1.76645,0.376454,-0.157777,1.64757,0.364919,-0.461117,1.4529,0.394797,-0.832005,1.57108,0.423834,-0.889686,1.46019,0.289387,0.362827,1.56976,0.0748506,0.241978,0.960454,0.0300384,0.263758,1.00226,0.333547,-0.0925508,1.53359,0.427557,-0.0819463,1.55151
0.310474,-0.17049,1.66932,0.301849,0.139334,1.61716,0.292292,0.435537,1.55122,0.333179,0.595571,1.50789,0.167978,0.292127,1.53954,0.0576702,0.145364,1.4369,0.0465361,0.194685,1.16463,0.0621607,0.245537,1.01028,0.463863,0.328438,1.61899,0.534103,0.14316,1.76528,0.413462,0.0179698,1.55721,0.363002,-0.0273408,1.54973,0.227333,-0.172495,1.62364,0.193311,-0.550958,1.6272,0.205942,-0.909248,1.71251,0.198062,-0.988069,1.76494,0.380517,-0.161253,1.64324,0.382789,-0.497977,1.49393,0.408655,-0.87226,1.60238,0.436112,-0.928109,1.48968,0.294968,0.363333,1.56982,0.0835052,0.241743,0.970881,0.0462047,0.274706,1.01682,0.339268,-0.0941647,1.52854,0.427662,-0.0798229,1.5495
0.3149,-0.176227,1.66475,0.307318,0.136966,1.6152,0.29907,0.435756,1.55117,0.340254,0.596373,1.50971,0.191124,0.292939,1.5427,0.0610862,0.148806,1.44217,0.0546886,0.191599,1.16865,0.0721655,0.232016,1.02556,0.481636,0.315707,1.60639,0.548906,0.130131,1.74766,0.42784,0.0087826,1.54099,0.372359,-0.0363231,1.54041,0.231302,-0.176166,1.6214,0.193346,-0.554059,1.62628,0.206635,-0.911131,1.71297,0.2303,-0.965573,1.59544,0.384984,-0.169333,1.63571,0.402314,-0.531226,1.52885,0.412694,-0.88747,1.62352,0.43244,-0.943424,1.50808,0.301343,0.36293,1.56931,0.0924442,0.231884,0.988383,0.0654075,0.263941,1.02036,0.351003,-0.104945,1.51328,0.432,-0.089056,1.53725
0.320587,-0.183578,1.65915,0.315534,0.133411,1.61223,0.310058,0.435813,1.55064,0.348913,0.596382,1.5105,0.210062,0.294257,1.55109,0.082225,0.121118,1.48368,0.0678392,0.159817,1.20986,0.0815012,0.203349,1.04616,0.491008,0.306351,1.59733,0.541869,0.0857849,1.72894,0.428196,-0.0593323,1.53833,0.387558,-0.114469,1.53059,0.236222,-0.180922,1.6185,0.193754,-0.558652,1.62078,0.206509,-0.913279,1.71294,0.217911,-0.988374,1.76782,0.390921,-0.178994,1.62739,0.41559,-0.546647,1.5538,0.414378,-0.892457,1.6362,0.426105,-0.947599,1.51784,0.3116,0.36208,1.56817,0.101589,0.20192,1.00826,0.0931753,0.232729,1.03,0.356066,-0.158582,1.5088,0.450464,-0.157939,1.52207
0.324717,-0.183835,1.65691,0.323448,0.133614,1.61105,0.321293,0.437124,1.55168,0.360269,0.596686,1.51258,0.20901,0.306943,1.55773,0.0957714,0.114751,1.4989,0.0705341,0.125829,1.25195,0.0917265,0.156541,1.06981,0.496392,0.30172,1.59375,0.545513,0.0675086,1.70461,0.431115,-0.0771495,1.51054,0.381581,-0.134749,1.52223,0.240939,-0.180316,1.61728,0.193493,-0.558733,1.60974,0.20625,-0.916013,1.71291,0.219692,-0.974498,1.59625,0.394533,-0.179903,1.62438,0.423236,-0.551859,1.5755,0.418594,-0.894662,1.6428,0.424868,-0.947139,1.52132,0.32218,0.363132,1.56861,0.104625,0.14321,1.0278,0.0719882,0.176672,1.07494,0.333183,-0.165697,1.48734,0.434104,-0.173033,1.51522
0.332092,-0.183388,1.65506,0.332864,0.133675,1.61072,0.331257,0.436871,1.55304,0.371172,0.596704,1.51337,0.20815,0.307657,1.55899,0.0765426,0.155672,1.50105,0.0429186,0.172545,1.24601,0.0871252,0.1049,1.11596,0.510855,0.290268,1.58321,0.561264,0.0668557,1.6499,0.440974,-0.0535871,1.44247,0.365391,-0.0982649,1.49498,0.247917,-0.178538,1.61724,0.188468,-0.541279,1.56604,0.204512,-0.90531,1.70237,0.213855,-0.97082,1.59155,0.402414,-0.18072,1.62079,0.42645,-0.547308,1.58388,0.422183,-0.88499,1.64603,0.423314,-0.936806,1.52321,0.332127,0.362988,1.56958,0.099791,0.104565,1.07223,0.11472,0.12005,1.08475,0.361087,-0.108255,1.48294,0.370058,-0.105341,1.46409
0.351203,-0.18359,1.65213,0.348111,0.133488,1.61077,0.342598,0.436815,1.55521,0.381073,0.596018,1.51374,0.208745,0.307544,1.56322,0.094386,0.144476,1.503,0.0645334,0.161516,1.24872,0.0979916,0.017055,1.14955,0.519669,0.284745,1.57701,0.575464,0.051349,1.62457,0.455062,-0.0690448,1.41717,0.416204,-0.109181,1.35178,0.267517,-0.176924,1.61852,0.186494,-0.508301,1.52616,0.195159,-0.873822,1.66037,0.199045,-0.939585,1.54888,0.420532,-0.182488,1.61424,0.429451,-0.537218,1.59109,0.424532,-0.875014,1.64645,0.421569,-0.925428,1.52213,0.344405,0.362918,1.57131,0.0934337,-0.0172309,1.0903,0.119994,-0.00554194,1.13013,0.411322,-0.119043,1.33991,0.41954,-0.115944,1.32129
